"GroupId","PersonalId","HomePlanet","CryoSleep","Deck","Num","Side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","FirstName","LastName","Transported"
4657,1,"Earth",FALSE,"G",756,"P","TRAPPIST-1e",17,FALSE,372,0,477,0,0,"Prilly","Jacostarks",0
4658,1,"Europa",FALSE,"D",147,"S","TRAPPIST-1e",26,FALSE,0,823,0,1821,1508,"Taurah","Bradiary",0
4659,1,"Earth",FALSE,"F",876,"S","TRAPPIST-1e",24,FALSE,703,0,0,0,0,"Mael","Hayerson",0
4661,1,"Earth",FALSE,"F",948,"P","TRAPPIST-1e",30,FALSE,77,2325,5,117,1,"Mamina","Moodman",1
4661,3,"Earth",TRUE,"G",757,"P","TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Fery","Walston",1
4661,4,"Earth",TRUE,"G",757,"P","TRAPPIST-1e",9,FALSE,0,0,0,0,0,"Denne","Moodman",0
4661,5,"Earth",FALSE,"F",948,"P","TRAPPIST-1e",30,FALSE,0,0,3,3434,0,"Lison","Mayson",0
4661,6,"Earth",TRUE,"G",757,"P","TRAPPIST-1e",5,FALSE,0,0,0,0,0,"Idace","Moodman",0
4661,7,"Earth",FALSE,"G",757,"P","TRAPPIST-1e",2,FALSE,0,0,0,0,0,"Ianna","Moodman",0
4662,1,"Europa",FALSE,"C",148,"P","TRAPPIST-1e",32,FALSE,45,985,0,0,6803,"Dirk","Uningably",0
4662,2,"Europa",TRUE,"C",148,"P","TRAPPIST-1e",53,FALSE,0,0,0,0,0,"Batares","Uningably",1
4662,3,"Europa",FALSE,"C",0,"P","TRAPPIST-1e",46,FALSE,0,3856,0,1,312,"Dyonium","Ingwhed",1
4663,1,"Earth",TRUE,"G",765,"S","TRAPPIST-1e",2,FALSE,0,0,0,0,0,"Lonna","Cartez",1
4663,3,"Earth",TRUE,"G",765,"S","TRAPPIST-1e",11,FALSE,0,0,0,0,0,"Nelsie","Roachoanand",1
4663,5,"Earth",TRUE,"G",765,"S","TRAPPIST-1e",33,FALSE,0,0,0,0,0,"Eilace","Cartez",1
4663,6,"Earth",TRUE,"G",765,"S","55 Cancri e",3,FALSE,0,0,0,0,0,"Bobina","Cartez",1
4664,1,"Earth",FALSE,"E",303,"S","TRAPPIST-1e",38,FALSE,182,776,3,33,0,"Weney","Braymon",0
4665,1,"Earth",TRUE,"G",758,"P","PSO J318.5-22",21,FALSE,0,0,0,0,0,"Bettie","Rickson",0
4667,1,"Earth",TRUE,"G",935.695408419572,"P","TRAPPIST-1e",41,FALSE,0,0,0,0,0,"Dian","Sextones",1
4668,1,"Europa",TRUE,"C",180,"S","55 Cancri e",64,FALSE,0,0,0,0,0,"Syrmion","Scerodbox",1
4672,1,"Earth",TRUE,"G",759,"P","55 Cancri e",41,FALSE,0,0,514.956792601249,0,0,"Billey","Byerson",0
4676,1,"Earth",FALSE,"G",760,"P","TRAPPIST-1e",42,FALSE,0,0,1677,65,62,"Andie","Campson",1
4678,1,"Earth",FALSE,"F",951,"P","TRAPPIST-1e",38,FALSE,183,203,0,110,374,"Sonnie","Mcleaney",0
4680,1,"Mars",FALSE,"D",155,"P","TRAPPIST-1e",17,FALSE,0,0,38,0,2,"Dakes","Colte",0
4680,3,"Mars",FALSE,"F",952,"P","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"NONE","NONE",1
4684,1,"Mars",FALSE,"F",878,"S","TRAPPIST-1e",50,FALSE,225,0,796,107,0,"Halesh","Tirte",1
4686,1,"Earth",FALSE,"G",768,"S","TRAPPIST-1e",38,FALSE,0,172,615,0,0,"Fany","Russon",1
4689,1,"Europa",FALSE,"C",182,"S","TRAPPIST-1e",28,TRUE,0,3119,0,1404,366,"Stra","Persoffly",1
4690,1,"Europa",TRUE,"B",156,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Mediah","Dishocatal",1
4690,2,"Europa",FALSE,"B",484.561875409877,"P","TRAPPIST-1e",27,FALSE,14327,1487,0,1,0,"Tope","Dishocatal",0
4691,1,"Earth",FALSE,"G",769,"S","TRAPPIST-1e",15,FALSE,0,7,0,749,0,"Fayey","Buckentry",0
4693,1,"Europa",FALSE,"B",186,"S","TRAPPIST-1e",29,TRUE,0,920,0,2052,3687,"Atrino","Rewmid",0
4693,2,"Europa",TRUE,"B",186,"S","55 Cancri e",65,FALSE,0,0,0,0,0,"Schird","Rewmid",1
4695,1,"Mars",FALSE,"F",882,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Cobix","Snoff",1
4695,3,"Mars",TRUE,"F",882,"S","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Whex","Snoff",1
4696,1,"Mars",TRUE,"F",883,"S","TRAPPIST-1e",39,FALSE,0,0,0,0,0,"Gice","Bre",1
4699,1,"Earth",FALSE,"F",955,"P","55 Cancri e",60,FALSE,0,0,0,0,191.351244477816,"Tammyl","Roses",0
4704,1,"Europa",FALSE,"D",156,"P","55 Cancri e",30,FALSE,818,44,2,2956,2311,"Grafi","Grentual",0
4706,1,"Earth",TRUE,"G",762,"P","TRAPPIST-1e",30,FALSE,0,0,0,0,0,"Andra","Medington",0
4706,2,"Earth",TRUE,"G",762,"P","TRAPPIST-1e",40,FALSE,0,0,0,0,0,"Verney","Medington",1
4708,1,"Mars",FALSE,"E",304,"S","TRAPPIST-1e",26,FALSE,0,25,13,11,998,"NONE","NONE",0
4709,1,"Earth",FALSE,"F",957,"P","55 Cancri e",38,FALSE,2614,0,103,0,0,"Terrie","Morelly",0
4710,1,"Mars",FALSE,"F",958,"P","TRAPPIST-1e",22,FALSE,130,15,2454,0,0,"Lift","Cread",1
4710,2,"Mars",FALSE,"E",293,"P","TRAPPIST-1e",19.0153711451232,FALSE,179,0,1805,131,0,"Crunde","Cread",0
4711,1,"Mars",FALSE,"F",959,"P","TRAPPIST-1e",65,FALSE,1420,0,84,0,0,"Duckes","Datte",0
4712,1,"Earth",TRUE,"G",764,"P","PSO J318.5-22",61,FALSE,0,0,0,0,0,"Nichad","Vinozarks",1
4713,1,"Earth",FALSE,"F",885,"S","TRAPPIST-1e",20,FALSE,0,0,111,39,1094,"Lorian","Flemaney",0
4717,1,"Earth",TRUE,"G",766,"P","TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Jerrye","Hayder",0
4719,1,"Mars",TRUE,"E",305,"S","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Cakers","Bra",1
4720,1,"Earth",FALSE,"F",887,"S","TRAPPIST-1e",21,FALSE,0,681,51,131,1,"Maya","Lardy",1
4721,1,"Earth",TRUE,"G",771,"S","TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Alancy","Santry",1
4723,2,"Earth",FALSE,"F",888,"S","PSO J318.5-22",24,FALSE,154,7,241,213,453,"Gabrin","Savaraldez",0
4726,1,"Europa",FALSE,"C",187,"S","TRAPPIST-1e",26,FALSE,0,1910,0,1777,1666.07521356922,"Eltais","Inghtal",1
4726,3,"Europa",FALSE,"C",187,"S","TRAPPIST-1e",20,FALSE,0,3,0,1271,2630,"NONE","NONE",1
4726,4,"Europa",TRUE,"C",187,"S","TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Hekabih","Praugnox",1
4726,5,"Europa",FALSE,"C",187,"S","TRAPPIST-1e",37,FALSE,8,21,0,56,2167,"Arraiam","Inghtal",1
4728,1,"Mars",FALSE,"F",889,"S","TRAPPIST-1e",23,FALSE,706,0,0,0,583,"Gorice","Curle",0
4728,2,"Mars",TRUE,"F",889,"S","TRAPPIST-1e",49,FALSE,706,0,0,0,0,"Galowl","Curle",1
4732,1,"Europa",TRUE,"C",151,"P","TRAPPIST-1e",4,FALSE,0,1518.62575072091,0,0,0,"Thabius","Slavested",1
4732,2,"Europa",TRUE,"C",151,"P","TRAPPIST-1e",32,FALSE,0,0,0,0,0,"Hallux","Slavested",1
4733,1,"Earth",FALSE,"E",294,"P","TRAPPIST-1e",20,FALSE,962,0,4581,105,0,"Sonald","Corman",1
4738,1,"Mars",FALSE,"F",893,"S","TRAPPIST-1e",30,FALSE,531,807,35,200,0,"Suls","Pread",0
4738,2,"Mars",FALSE,"F",893,"S","TRAPPIST-1e",29,FALSE,574,0,4940,1831,2,"Hocks","Pread",0
4739,1,"Earth",FALSE,"G",773,"S","TRAPPIST-1e",22,FALSE,37,3,0,305,581,"Mon","Marson",1
4741,1,"Mars",TRUE,"F",961,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Wheal","Bau",1
4741,2,"Mars",FALSE,"F",961,"P","55 Cancri e",0,FALSE,0,0,0,0,0,"Chal","Bau",1
4741,3,"Mars",TRUE,"F",961,"P","TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Oslos","Bau",1
4743,1,"Europa",FALSE,"E",306,"S","TRAPPIST-1e",38,FALSE,0,4504,0,13,302,"Suhaion","Ametic",1
4744,1,"Europa",FALSE,"C",152,"P","TRAPPIST-1e",34,FALSE,0,48,2067,3,6,"Alino","Ingent",1
4744,2,"Europa",TRUE,"C",152,"P","55 Cancri e",34,FALSE,0,0,0,0,0,"Sulaton","Ingent",1
4746,1,"Earth",FALSE,"G",775,"S","TRAPPIST-1e",2.60435773169591,FALSE,282,8,337,0,0,"Eristy","Joynewtonks",0
4748,1,"Mars",FALSE,"D",149,"S","TRAPPIST-1e",53,FALSE,204,142,380,38,1,"Capies","Chene",0
4753,1,"Mars",FALSE,"F",895,"S","TRAPPIST-1e",36,FALSE,850,3598.36528457485,454,0,0,"Rafox","Mele",0
4754,1,"Earth",FALSE,"E",307,"S","55 Cancri e",30,FALSE,25,245,198,2,321,"Lorian","Milton",0
4756,1,"Europa",TRUE,"C",188,"S","55 Cancri e",44,FALSE,0,0,0,0,0,"Maasyma","Gealloyalt",1
4758,1,"Earth",FALSE,"F",966,"P","TRAPPIST-1e",44,FALSE,248,0,0,0,623,"Luzel","Woody",0
4759,1,"Earth",FALSE,"F",897,"S","TRAPPIST-1e",25,FALSE,0,3,23,693,0,"Heila","Davens",0
4762,1,"Mars",TRUE,"F",968,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Wealke","Opie",1
4763,1,"Mars",FALSE,"F",969,"P","TRAPPIST-1e",29,FALSE,298,0,888,5,0,"Spikes","Dutty",1
4764,1,"Earth",FALSE,"E",308,"S","TRAPPIST-1e",22,FALSE,0,669,121,0,56,"Faithy","Bookerson",1
4769,1,"Earth",TRUE,"G",776,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Dawne","Moodman",1
4772,1,"Earth",FALSE,"F",971,"P","55 Cancri e",22,FALSE,256,0,0,0,373,"Coley","Shephendry",0
4773,1,"Earth",FALSE,"G",777,"S","TRAPPIST-1e",52,FALSE,935,779,0,0,0,"Therta","Sancasey",1
4774,1,"Mars",TRUE,"F",972,"P","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Siese","Perty",1
4774,2,"Mars",TRUE,"F",972,"P","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Gers","Creke",1
4774,3,"Mars",FALSE,"F",972,"P","TRAPPIST-1e",34,FALSE,2130,0,1,1,0,"Wins","Perty",0
4774,4,"Mars",TRUE,"F",972,"P","TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Gicks","Perty",1
4775,1,"Earth",FALSE,"G",778,"S","TRAPPIST-1e",22,FALSE,123,1,660,0,0,"Willy","Fultz",1
4777,1,"Earth",TRUE,"G",779,"S","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Chary","Munozaley",1
4778,1,"Europa",FALSE,"A",58,"S","TRAPPIST-1e",31,FALSE,588,1261,0,228,6,"Furus","Skenginne",0
4780,1,"Mars",FALSE,"E",309,"S","TRAPPIST-1e",20,FALSE,845,0,46,123,0,"Hont","Teake",0
4780,2,"Mars",TRUE,"E",309,"S","TRAPPIST-1e",25,FALSE,0,0,0,0,0,"Ranutz","Teake",1
4782,1,"Europa",TRUE,"C",253.710769304151,"S","55 Cancri e",23,FALSE,0,0,0,0,0,"Sabiton","Maxled",1
4782,2,"Europa",FALSE,"C",189,"S","TRAPPIST-1e",53,FALSE,50,11552,0,2998,4334,"Errak","Maxled",0
4782,3,"Europa",FALSE,"C",189,"S","55 Cancri e",32,FALSE,0,225,0,3873,240,"Algenif","Maxled",0
4783,1,"Europa",FALSE,"A",43,"P","TRAPPIST-1e",37,FALSE,223,9495,0,1318,1866,"Hamelik","Wheededly",1
4784,1,"Mars",TRUE,"F",903,"S","TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Bon","Pert",1
4785,1,"Europa",TRUE,"B",159,"P","55 Cancri e",29,FALSE,0,0,0,0,0,"NONE","NONE",1
4786,1,"Europa",TRUE,"B",160,"P","TRAPPIST-1e",46,TRUE,0,0,0,0,0,"Enibah","Dratembid",1
4787,1,"Earth",FALSE,"G",780,"S","TRAPPIST-1e",19,FALSE,2,0,1578.90810507302,9,754,"Milyla","Lancock",0
4788,1,"Earth",FALSE,"F",904,"S","TRAPPIST-1e",22,FALSE,0,0,0,778,0,"Bobara","Swanardy",0
4790,1,"Europa",FALSE,"B",189,"S","TRAPPIST-1e",54,TRUE,0,2853,0,0,1666,"Alarkab","Mirinanty",0
4791,1,"Earth",FALSE,"G",781,"S","TRAPPIST-1e",43,FALSE,63,1339,9,253,42,"Louisy","Morrodgers",1
4793,1,"Europa",FALSE,"E",310,"S","55 Cancri e",36,FALSE,13,1480,1,1439,1955,"Enifark","Brailidy",0
4793,2,"Europa",FALSE,"E",310,"S","TRAPPIST-1e",20,FALSE,0,1131,3783,161,0,"Chargin","Brailidy",1
4794,1,"Earth",FALSE,"F",974,"P","TRAPPIST-1e",63,FALSE,0,104,0,599,0,"Dia","Hortis",0
4795,1,"Earth",FALSE,"F",905,"S","TRAPPIST-1e",50,FALSE,138,706,0,18,40,"Ton","Simstravery",1
4796,1,"Mars",FALSE,"E",282.318272409648,"S","TRAPPIST-1e",13,FALSE,21,0,1564,0,1,"Fis","Cre",1
4796,2,"Mars",TRUE,"E",311,"S","TRAPPIST-1e",43,FALSE,0,0,0,0,0,"Stmeal","Cre",1
4797,1,"Earth",TRUE,"G",783,"S","PSO J318.5-22",16,FALSE,0,0,0,0,0,"Aude","Hendrewsons",1
4798,1,"Mars",TRUE,"F",975,"P","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Lus","Terry",1
4798,2,"Mars",TRUE,"F",975,"P","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Muld","Terry",1
4798,3,"Mars",TRUE,"F",975,"P","TRAPPIST-1e",10,FALSE,0,0,0,0,0,"Komos","Terry",1
4801,1,"Earth",TRUE,"G",773,"P","TRAPPIST-1e",10,FALSE,0,0,0,0,0,"Vana","Brooke",0
4803,1,"Earth",FALSE,"F",977,"P","TRAPPIST-1e",55,FALSE,1028,18,0,0,0,"Evaned","Foxter",0
4804,2,"Earth",FALSE,"G",785,"S","TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Hanne","Thorney",1
4807,1,"Earth",FALSE,"G",776,"P","TRAPPIST-1e",44,FALSE,22,1,0,864,0,"Elinda","Miley",0
4814,1,"Earth",TRUE,"G",788,"S","55 Cancri e",22,FALSE,0,0,0,0,0,"Walla","Lunapperts",1
4815,1,"Earth",FALSE,"F",907,"S","55 Cancri e",21,FALSE,564,9,0,0,30,"Amandy","Hultz",1
4817,1,"Mars",FALSE,"F",979,"P","TRAPPIST-1e",26,FALSE,17,0,746,394,0,"Honda","Emone",0
4818,1,"Mars",FALSE,"D",150,"S","TRAPPIST-1e",65,FALSE,588,196,272,0,0,"Jele","Reake",1
4822,1,"Mars",TRUE,"F",981,"P","55 Cancri e",0,FALSE,0,0,0,0,0,"Aps","Hotte",1
4822,2,"Mars",TRUE,"F",981,"P","TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Tive","Hotte",1
4822,4,"Mars",FALSE,"F",981,"P","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"NONE","NONE",1
4827,1,"Earth",TRUE,"G",789,"S","PSO J318.5-22",30,FALSE,0,0,0,0,0,"Wandy","Deckerson",1
4828,1,"Earth",FALSE,"G",778,"P","55 Cancri e",14,FALSE,363,44,0,0,512,"NONE","NONE",1
4830,1,"Earth",FALSE,"F",983,"P","TRAPPIST-1e",22,FALSE,0,0,0,19,785,"Ginald","Kirks",0
4831,1,"Mars",TRUE,"F",984,"P","TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Weros","Pelie",1
4832,1,"Earth",FALSE,"E",301,"P","TRAPPIST-1e",37,FALSE,542,440,1,0,0,"Erman","Estron",0
4836,1,"Mars",TRUE,"F",921.368144872501,"S","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Galowl","Sidne",1
4836,2,"Mars",FALSE,"F",911,"S","TRAPPIST-1e",29,TRUE,20,1486.29238350996,1902,0,3,"Quid","Sidne",1
4837,1,"Earth",FALSE,"F",912,"S","TRAPPIST-1e",21,FALSE,0,198,559,19,44,"Jorgie","Jarvey",1
4838,1,"Earth",FALSE,"F",913,"S","TRAPPIST-1e",52,FALSE,1,13,3,0,700,"Andine","Mcphernard",0
4840,1,"Europa",TRUE,"F",915,"S","TRAPPIST-1e",36,FALSE,0,0,0,0,0,"NONE","NONE",1
4841,1,"Europa",TRUE,"B",192,"S","55 Cancri e",59,FALSE,0,0,0,0,0,"Mahamak","Prefule",1
4842,1,"Mars",FALSE,"D",152,"S","TRAPPIST-1e",23,FALSE,2260,0,152,106,60,"Panzel","Meate",0
4845,1,"Europa",TRUE,"E",302,"P","55 Cancri e",36,FALSE,0,0,0,0,0,"Furudra","Whealeed",1
4846,1,"Earth",FALSE,"E",314,"S","TRAPPIST-1e",38,FALSE,161,3,0,624,0,"Sonnie","Canields",0
4846,2,"Earth",TRUE,"G",791,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Isa","Canields",1
4850,1,"Earth",FALSE,"G",792,"S","TRAPPIST-1e",23,FALSE,14,0,437,103,333,"Tyrony","Shieldson",1
4851,1,"Earth",FALSE,"F",918,"S","PSO J318.5-22",44,FALSE,0,463,1,172,0,"Guadae","Gamberson",1
4853,1,"Europa",FALSE,"C",153,"P","TRAPPIST-1e",30,FALSE,4531,212,10,157,12,"Gimpus","Inkcablel",0
4856,1,"Earth",FALSE,"F",920,"S","TRAPPIST-1e",39,FALSE,12,8,0,4,753,"Geneen","Sullones",1
4862,1,"Earth",FALSE,"G",783,"P","TRAPPIST-1e",24,FALSE,0,871,17,0,0,"Jone","Cruzaley",0
4863,1,"Europa",FALSE,"T",2,"S","TRAPPIST-1e",37,FALSE,1721,667,636.16286740305,28,1362,"Phacton","Unsible",0
4864,1,"Earth",FALSE,"G",784,"P","55 Cancri e",24,FALSE,0,0,0,734,21,"NONE","NONE",0
4866,1,"Earth",FALSE,"F",922,"S","TRAPPIST-1e",17,FALSE,0,0,1875,142,2,"Lewise","Hoodgers",1
4868,1,"Earth",FALSE,"E",304,"P","TRAPPIST-1e",17,FALSE,0,775,0,13,0,"Rona","Rocholton",1
4870,1,"Earth",FALSE,"G",785,"P","55 Cancri e",14,FALSE,8,0,0,0,176,"Ambert","Weaves",0
4873,1,"Europa",FALSE,"C",191,"S","55 Cancri e",35,FALSE,0,1135,0,0,3880,"Misa","Excialing",1
4874,1,"Mars",FALSE,"F",925,"S","TRAPPIST-1e",32,FALSE,654,0,655,0,0,"Gech","Cusa",1
4875,1,"Earth",FALSE,"F",926,"S","TRAPPIST-1e",21,FALSE,529,8,89,21,0,"Willey","Morrows",1
4878,1,"Mars",FALSE,"F",929,"S","TRAPPIST-1e",36,FALSE,108,0,941,861,0,"Cine","Gene",0
4879,1,"Earth",FALSE,"G",786,"P","TRAPPIST-1e",20,FALSE,362,0,31,12,483,"Emilla","Hebernandry",0
4880,1,"Earth",FALSE,"G",787,"P","55 Cancri e",22,FALSE,126,3,0,1305,0,"Yvonna","Alberts",0
4882,1,"Europa",FALSE,"B",193,"S","TRAPPIST-1e",26.4082904993975,FALSE,9,2031,0,20,1837,"Tabdhib","Switmorary",0
4883,1,"Europa",TRUE,"G",788,"P","TRAPPIST-1e",38,FALSE,0,0,0,0,0,"Darley","Carrishley",1
4884,1,"Mars",TRUE,"E",316,"S","TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Tors","Buncy",0
4887,1,"Earth",FALSE,"F",991,"P","TRAPPIST-1e",20,FALSE,0,254,868,405,0,"Debora","Thomason",1
4888,1,"Europa",TRUE,"C",192,"S","TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Mark","Tairbatic",1
4889,1,"Earth",FALSE,"G",794,"S","PSO J318.5-22",57,FALSE,274,8,0,19,466,"Thewis","Mullericer",0
4890,1,"Earth",FALSE,"G",795,"S","55 Cancri e",10,FALSE,0,0,0,0,0,"Rone","Browlerson",1
4891,1,"Europa",TRUE,"B",194,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Cella","Ambleetive",1
4891,2,"Europa",TRUE,"B",194,"S","55 Cancri e",24,FALSE,0,0,0,0,0,"Weion","Heeroling",1
4892,1,"Earth",FALSE,"G",796,"S","TRAPPIST-1e",52,FALSE,44,0,0,42,1731,"Branda","Colomonson",0
4893,1,"Earth",TRUE,"G",797,"S","55 Cancri e",31,FALSE,0,0,0,0,0,"Joya","Singlents",1
4895,1,"Earth",TRUE,"G",789,"P","55 Cancri e",15,FALSE,0,0,0,0,0,"Eriana","Mcleaney",1
4896,1,"Earth",FALSE,"F",992,"P","TRAPPIST-1e",40,FALSE,176,932,0,0,600.658888583119,"Vana","Jimes",0
4897,1,"Earth",FALSE,"F",993,"P","TRAPPIST-1e",18,FALSE,0,0,31,2121,0,"Trice","Weavesend",0
4898,1,"Earth",FALSE,"F",933,"S","TRAPPIST-1e",28,FALSE,647,1,32,71,140,"Lorian","Bertsontry",1
4899,1,"Earth",TRUE,"G",799,"S","TRAPPIST-1e",40,FALSE,0,0,0,0,0,"Elicia","Leonzaley",1
4899,2,"Earth",FALSE,"G",799,"S","PSO J318.5-22",32,FALSE,8,690,3,5,0,"Adamie","Leonzaley",1
4900,1,"Earth",FALSE,"F",994,"P","PSO J318.5-22",35,FALSE,0,0,2,672,10,"Idace","Gaington",0
4901,1,"Earth",FALSE,"G",790,"P","TRAPPIST-1e",52,FALSE,0,837,1,2,8,"Nichad","Baldson",0
4901,2,"Earth",FALSE,"E",305,"P","TRAPPIST-1e",34,FALSE,695,25,276,0,0,"Benny","Baldson",0
4902,1,"Earth",TRUE,"G",791,"P","TRAPPIST-1e",46,FALSE,0,0,0,0,0,"Dennie","Whiters",0
4904,1,"Earth",FALSE,"E",317,"S","TRAPPIST-1e",44,FALSE,2,0,0,788,0,"Tamin","Willynnedy",0
4909,1,"Earth",FALSE,"F",997,"P","55 Cancri e",59,FALSE,460,139,0,1,0,"Evane","Franey",0
4911,1,"Earth",FALSE,"F",998,"P","TRAPPIST-1e",18,FALSE,0,0,0,702,0,"Adriet","Hughriend",0
4912,1,"Mars",FALSE,"D",160,"P","TRAPPIST-1e",29,FALSE,3284,84,0,0,2,"Basps","Bane",0
4912,2,"Mars",TRUE,"F",999,"P","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Bats","Bane",1
4913,1,"Mars",FALSE,"F",1000,"P","TRAPPIST-1e",19,FALSE,1301,0,31,1,0,"Cine","Terry",1
4915,1,"Earth",TRUE,"G",793,"P","PSO J318.5-22",49,FALSE,0,0,0,0,0,"Mon","Lamberguson",0
4918,1,"Earth",TRUE,"G",794,"P","55 Cancri e",59,FALSE,0,0,0,0,0,"Andyn","Ryanga",1
4920,1,"Earth",TRUE,"G",802,"S","55 Cancri e",24,FALSE,0,0,0,0,0,"Chary","Booneid",1
4923,1,"Mars",TRUE,"F",935,"S","TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Graw","Sturt",1
4923,2,"Mars",TRUE,"F",935,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Yalmon","Sturt",1
4923,3,"Mars",FALSE,"F",935,"S","TRAPPIST-1e",24,FALSE,261,0,780,0,0,"Nilly","Sturt",1
4924,1,"Mars",FALSE,"F",1002,"P","55 Cancri e",31,FALSE,725,0,747,0,0,"Scers","Shake",0
4927,1,"Mars",FALSE,"F",937,"S","TRAPPIST-1e",3,FALSE,0,0,0,0,0,"Les","Brele",1
4927,2,"Mars",TRUE,"F",937,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Naish","Brele",1
4927,3,"Mars",FALSE,"F",937,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Naffsh","Brele",1
4930,2,"Europa",FALSE,"B",161,"P","TRAPPIST-1e",51,FALSE,0,3571,106,0,0,"Achium","Alenter",1
4932,1,"Mars",TRUE,"D",161,"P","TRAPPIST-1e",22,FALSE,223,0,630,14,0,"Yots","Fisty",1
4932,2,"Mars",TRUE,"F",1005,"P","55 Cancri e",3,FALSE,0,0,0,0,0,"Cird","Fisty",1
4933,2,"Mars",FALSE,"F",938,"S","TRAPPIST-1e",16,FALSE,2083,0,10,0,0,"Mites","Sacre",0
4933,3,"Mars",FALSE,"F",938,"S","TRAPPIST-1e",24,FALSE,623,0,501,304,776,"Trion","Chité",0
4933,4,"Mars",TRUE,"F",938,"S","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Clakey","Gin",1
4934,1,"Earth",FALSE,"F",1006,"P","TRAPPIST-1e",31,FALSE,210,20,0,1027,199,"Raulia","Hammonton",0
4937,1,"Earth",FALSE,"G",803,"S","TRAPPIST-1e",34,FALSE,1242,444,0,22,0,"Besse","Simonddler",0
4938,1,"Earth",FALSE,"G",804,"S","55 Cancri e",20,FALSE,0,0,847,0,0,"Lynnee","Traverdy",1
4939,1,"Earth",FALSE,"F",1007,"P","TRAPPIST-1e",19,FALSE,0,2077,0,0,0,"Lonnis","Bryangton",1
4940,1,"Earth",TRUE,"G",805,"S","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Dony","Vantonson",1
4941,1,"Mars",FALSE,"F",1008,"P","TRAPPIST-1e",35,FALSE,988,0,830,2,0,"Waffes","Buche",0
4942,2,"Earth",TRUE,"G",806,"S","TRAPPIST-1e",36,FALSE,0,0,0,0,0,"Coreee","Reenon",1
4944,1,"Europa",FALSE,"A",60,"S","55 Cancri e",22.2001842250222,FALSE,269,2171,2,2,0,"Hadirah","Ainserfle",1
4944,2,"Europa",FALSE,"A",60,"S","55 Cancri e",58,FALSE,0,3448,0,737,2193,"Sular","Ainserfle",0
4944,3,"Europa",FALSE,"A",60,"S","TRAPPIST-1e",56,FALSE,153,1750,0,334,1539,"Luxonon","Ainserfle",0
4945,1,"Earth",TRUE,"G",798,"P","PSO J318.5-22",27,FALSE,0,0,0,0,0,"Eline","Bartins",1
4950,1,"Earth",TRUE,"G",800,"P","PSO J318.5-22",39,FALSE,0,0,0,0,0,"Eulahy","Wheelez",0
4951,1,"Mars",FALSE,"F",1010,"P","TRAPPIST-1e",43,FALSE,11,0,1297,38,0,"Peefox","Ruica",1
4952,1,"Mars",TRUE,"F",939,"S","TRAPPIST-1e",42,FALSE,0,0,0,0,0,"Neysma","Rekle",1
4954,1,"Earth",FALSE,"G",808,"S","TRAPPIST-1e",24,FALSE,3,1018,687,50,1798.37451074919,"Joanny","Roses",1
4964,1,"Mars",FALSE,"D",154,"S","TRAPPIST-1e",64,FALSE,2147,0,191,59,0,"Hone","Barne",0
4965,1,"Earth",FALSE,"E",308,"P","TRAPPIST-1e",21,FALSE,457,79,1134,0,0,"Calvia","Corman",0
4970,1,"Earth",FALSE,"F",943,"S","PSO J318.5-22",26,FALSE,0,9,0,0,1376,"Andary","Wilderssen",0
